Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRF48,5.73,Low Fat,Soft Drinks,188.3898,OUT010,1998,Tier 3,Grocery Store,-1.0458963951804972
FDA43,10.895,Low Fat,Fruits and Vegetables,196.6794,OUT013,1987,Tier 3,Supermarket Type1,-0.6022238810245211
DRN35,12.8,Low Fat,Hard Drinks,36.9532,OUT027,1985,Tier 3,Supermarket Type3,-0.7243722579808578
FDR08,18.7,Low Fat,Fruits and Vegetables,109.1886,OUT035,2004,Tier 2,Supermarket Type1,-0.1355875602106711
DRB24,8.785,Low Fat,Soft Drinks,155.1656,OUT049,1999,Tier 1,Supermarket Type1,1.2427378536270923
NCX18,14.15,Low Fat,Household,196.111,OUT013,1987,Tier 3,Supermarket Type1,0.3509101256231779
FDQ07,15.1,Regular,Fruits and Vegetables,222.7456,OUT017,2007,Tier 2,Supermarket Type1,1.0846665970737124
FDD33,12.85,Low Fat,Fruits and Vegetables,233.2642,OUT045,2002,Tier 2,Supermarket Type1,1.2000024273915966
FDZ34,6.695,Low Fat,Starchy Foods,191.382,OUT018,2009,Tier 3,Supermarket Type2,0.1470921550154787
FDX23,6.445,Low Fat,Baking Goods,94.1436,OUT017,2007,Tier 2,Supermarket Type1,-0.4416422794123544
NCB43,20.2,Low Fat,Household,187.6898,OUT035,2004,Tier 2,Supermarket Type1,1.1861889562851735
FDD44,8.05,Regular,Fruits and Vegetables,257.5646,OUT013,1987,Tier 3,Supermarket Type1,1.980031873932417
FDD14,20.7,Low Fat,Canned,183.5266,OUT017,2007,Tier 2,Supermarket Type1,0.5124492658573025
FDW04,8.985,Regular,Frozen Foods,130.331,OUT013,1987,Tier 3,Supermarket Type1,-0.3807179251882456
FDU27,18.6,Regular,Meat,48.8376,OUT013,1987,Tier 3,Supermarket Type1,-1.1746195899969214
FDE33,19.35,Regular,Fruits and Vegetables,80.2644,OUT017,2007,Tier 2,Supermarket Type1,-0.7498553534744162
FDX14,13.1,Low Fat,Dairy,76.6354,OUT013,1987,Tier 3,Supermarket Type1,-0.568431304376539
FDW01,14.5,Low Fat,Canned,154.4682,OUT013,1987,Tier 3,Supermarket Type1,-0.3725749238802397
FDK50,7.96,Low Fat,Canned,162.9894,OUT049,1999,Tier 1,Supermarket Type1,0.1628753839117156
FDL21,15.85,Regular,Snack Foods,41.048,OUT046,1997,Tier 1,Supermarket Type1,-0.843096283442771
FDA38,12.8,Low Fat,Dairy,241.1538,OUT019,1985,Tier 1,Grocery Store,-1.0494350080949637
FDG20,15.5,Regular,Fruits and Vegetables,176.0028,OUT045,2002,Tier 2,Supermarket Type1,-0.5573300999286466
FDX08,12.8,Low Fat,Fruits and Vegetables,180.9318,OUT027,1985,Tier 3,Supermarket Type3,1.9651382596519464
FDA46,13.6,Low Fat,Snack Foods,192.5136,OUT046,1997,Tier 1,Supermarket Type1,0.4298764962244891
FDI53,8.895,Regular,Frozen Foods,162.1236,OUT049,1999,Tier 1,Supermarket Type1,0.3103285539435443
FDA19,7.52,Low Fat,Fruits and Vegetables,128.2994,OUT046,1997,Tier 1,Supermarket Type1,1.2215859759953824
FDO27,6.175,Regular,Meat,96.2752,OUT013,1987,Tier 3,Supermarket Type1,-0.579341376796163
FDY37,12.8,Regular,Canned,143.647,OUT027,1985,Tier 3,Supermarket Type3,0.495083729991951
FDT36,12.3,Low Fat,Baking Goods,35.0874,OUT046,1997,Tier 1,Supermarket Type1,-1.0636801501734623
FDU07,12.8,Low Fat,Fruits and Vegetables,150.4366,OUT019,1985,Tier 1,Grocery Store,-1.2631121392724434
FDL32,15.7,Regular,Fruits and Vegetables,113.0544,OUT046,1997,Tier 1,Supermarket Type1,-0.5915143781377303
FDO48,15.0,Regular,Baking Goods,221.9456,OUT010,1998,Tier 3,Grocery Store,-1.0453817443334368
FDY04,17.7,Regular,Frozen Foods,161.921,OUT049,1999,Tier 1,Supermarket Type1,0.0137705961275267
NCU41,18.85,Low Fat,Health and Hygiene,192.1846,OUT035,2004,Tier 2,Supermarket Type1,0.745021222823791
DRC24,17.85,Low Fat,Soft Drinks,151.7998,OUT049,1999,Tier 1,Supermarket Type1,0.1284163916171153
FDD46,6.035,Low Fat,Snack Foods,155.5998,OUT010,1998,Tier 3,Grocery Store,-1.2613854553841406
FDC45,17.0,Low Fat,Fruits and Vegetables,171.7106,OUT045,2002,Tier 2,Supermarket Type1,-0.251707051699039
FDQ45,9.5,Regular,Snack Foods,184.4608,OUT018,2009,Tier 3,Supermarket Type2,0.2068274764856916
FDS32,17.75,Regular,Fruits and Vegetables,139.9838,OUT017,2007,Tier 2,Supermarket Type1,-0.6324408490698212
FDI27,8.71,Regular,Dairy,45.3744,OUT018,2009,Tier 3,Supermarket Type2,-1.050961921811339
FDW22,9.695,Regular,Snack Foods,223.1114,OUT046,1997,Tier 1,Supermarket Type1,0.4807765258496748
NCE06,12.8,Low Fat,Household,162.6894,OUT027,1985,Tier 3,Supermarket Type3,0.3172352894967556
NCO17,10.0,Low Fat,Health and Hygiene,121.444,OUT017,2007,Tier 2,Supermarket Type1,0.2706148245125783
FDS24,20.85,Regular,Baking Goods,87.2514,OUT018,2009,Tier 3,Supermarket Type2,-0.3850933820704355
FDT24,12.35,Regular,Baking Goods,78.5328,OUT035,2004,Tier 2,Supermarket Type1,-0.9104369550865828
FDF05,17.5,Low Fat,Frozen Foods,264.891,OUT013,1987,Tier 3,Supermarket Type1,1.878589195494623
FDE26,9.3,Low Fat,Canned,144.0786,OUT035,2004,Tier 2,Supermarket Type1,0.0449939356775834
FDP20,19.85,Low Fat,Fruits and Vegetables,127.102,OUT049,1999,Tier 1,Supermarket Type1,-0.303893300825581
FDB09,16.25,Low Fat,Fruits and Vegetables,125.8046,OUT046,1997,Tier 1,Supermarket Type1,-0.8767666192646769
FDM09,11.15,Regular,Snack Foods,170.779,OUT035,2004,Tier 2,Supermarket Type1,0.614108533959306
DRD49,12.8,Low Fat,Soft Drinks,237.9564,OUT027,1985,Tier 3,Supermarket Type3,1.919997112546647
FDH04,6.115,Regular,Frozen Foods,89.0488,OUT045,2002,Tier 2,Supermarket Type1,-0.6984027043226811
NCU06,12.8,Low Fat,Household,228.001,OUT019,1985,Tier 1,Grocery Store,-0.6164690231030197
NCZ30,12.8,Low Fat,Household,120.8098,OUT019,1985,Tier 1,Grocery Store,-1.173881946877228
FDH32,12.8,Low Fat,Fruits and Vegetables,98.541,OUT049,1999,Tier 1,Supermarket Type1,-0.3740846805886512
FDM57,12.8,Regular,Snack Foods,85.3908,OUT027,1985,Tier 3,Supermarket Type3,0.0685709457868415
FDE58,12.8,Low Fat,Snack Foods,119.8124,OUT027,1985,Tier 3,Supermarket Type3,-0.2853773875209449
FDO32,6.36,Low Fat,Fruits and Vegetables,45.406,OUT013,1987,Tier 3,Supermarket Type1,-0.6358942168464269
FDZ15,13.1,Low Fat,Dairy,120.1782,OUT045,2002,Tier 2,Supermarket Type1,-0.047526681907225
FDQ15,20.35,Regular,Meat,81.6276,OUT046,1997,Tier 1,Supermarket Type1,-0.2024965608824073
FDH38,6.425,Low Fat,Canned,116.5808,OUT018,2009,Tier 3,Supermarket Type2,0.2343544628582181
FDN09,14.15,Low Fat,Snack Foods,245.3828,OUT018,2009,Tier 3,Supermarket Type2,-0.2551604194756447
FDZ43,11.0,Regular,Fruits and Vegetables,241.9512,OUT013,1987,Tier 3,Supermarket Type1,0.5244373560930996
NCB19,6.525,Low Fat,Household,86.4882,OUT017,2007,Tier 2,Supermarket Type1,-0.3030758973760493
NCK19,9.8,Low Fat,Others,194.3478,OUT010,1998,Tier 3,Grocery Store,-1.109868944185564
FDA16,6.695,Low Fat,Frozen Foods,220.3456,OUT013,1987,Tier 3,Supermarket Type1,0.7589220509948464
FDN38,12.8,Regular,Canned,251.2408,OUT019,1985,Tier 1,Grocery Store,-0.711868307931753
NCM18,13.0,Low Fat,Household,60.8194,OUT035,2004,Tier 2,Supermarket Type1,-0.6720139809971217
FDT03,21.25,Low Fat,Meat,185.2608,OUT010,1998,Tier 3,Grocery Store,-1.2419602616407333
FDU23,12.15,Low Fat,Breads,163.6184,OUT018,2009,Tier 3,Supermarket Type2,0.1376601651132575
FDZ38,17.6,Low Fat,Dairy,170.4422,OUT046,1997,Tier 1,Supermarket Type1,0.4277430583481393
FDK24,9.195,Low Fat,Baking Goods,45.2744,OUT045,2002,Tier 2,Supermarket Type1,-0.9207970584164
NCQ18,15.75,Low Fat,Household,98.57,OUT035,2004,Tier 2,Supermarket Type1,0.2576646953503068
FDZ33,12.8,Low Fat,Snack Foods,146.4076,OUT019,1985,Tier 1,Grocery Store,-1.265270494132822
FDM46,7.365,Low Fat,Snack Foods,94.712,OUT045,2002,Tier 2,Supermarket Type1,-0.7567620890276276
FDE11,17.7,Regular,Starchy Foods,183.7924,OUT049,1999,Tier 1,Supermarket Type1,0.07895291291096
FDH41,9.0,Low Fat,Frozen Foods,213.3534,OUT046,1997,Tier 1,Supermarket Type1,-0.1062339341095224
FDT49,7.0,Low Fat,Canned,104.828,OUT045,2002,Tier 2,Supermarket Type1,-0.532293183548255
FDF08,14.3,Regular,Fruits and Vegetables,88.4856,OUT013,1987,Tier 3,Supermarket Type1,-0.4494123569097173
FDE36,12.8,Regular,Baking Goods,162.5868,OUT019,1985,Tier 1,Grocery Store,-1.0873544327286546
FDK50,7.96,Low Fat,Canned,160.7894,OUT017,2007,Tier 2,Supermarket Type1,0.7368194743543524
NCW53,12.8,Low Fat,Health and Hygiene,193.8162,OUT019,1985,Tier 1,Grocery Store,-1.1115956280738668
FDS19,13.8,Regular,Fruits and Vegetables,76.5012,OUT018,2009,Tier 3,Supermarket Type2,-0.724500352686797
NCP53,12.8,Low Fat,Health and Hygiene,235.6906,OUT027,1985,Tier 3,Supermarket Type3,2.3374554388111104
FDK14,6.98,Low Fat,Canned,83.4934,OUT046,1997,Tier 1,Supermarket Type1,-0.352286388192681
FDG12,6.635,Regular,Baking Goods,121.8098,OUT049,1999,Tier 1,Supermarket Type1,-0.0328498688566506
NCT17,10.8,Low Fat,Health and Hygiene,188.0214,OUT049,1999,Tier 1,Supermarket Type1,0.628694951248796
FDW31,11.35,Regular,Fruits and Vegetables,198.5742,OUT035,2004,Tier 2,Supermarket Type1,0.4590036715288676
FDJ44,12.3,Regular,Fruits and Vegetables,173.2396,OUT018,2009,Tier 3,Supermarket Type2,0.1254802792722937
FDA27,20.35,Regular,Dairy,255.2672,OUT035,2004,Tier 2,Supermarket Type1,1.2044716519070051
FDN44,13.15,Low Fat,Fruits and Vegetables,160.292,OUT049,1999,Tier 1,Supermarket Type1,1.7469295490115295
FDS34,19.35,Regular,Snack Foods,114.8518,OUT045,2002,Tier 2,Supermarket Type1,-0.2538654065594176
FDZ08,12.5,Regular,Fruits and Vegetables,80.8592,OUT010,1998,Tier 3,Grocery Store,-1.3075742493962423
FDK48,7.445,Low Fat,Baking Goods,74.7354,OUT045,2002,Tier 2,Supermarket Type1,-0.6294191522652912
FDR31,6.46,Regular,Fruits and Vegetables,147.6102,OUT045,2002,Tier 2,Supermarket Type1,-0.2889694517343475
FDU03,18.7,Regular,Meat,182.3292,OUT035,2004,Tier 2,Supermarket Type1,1.1227333233900432
DRF48,5.73,Low Fat,Soft Drinks,187.3898,OUT046,1997,Tier 1,Supermarket Type1,-0.1474347275303594
FDJ12,8.895,Regular,Baking Goods,207.4296,OUT017,2007,Tier 2,Supermarket Type1,0.2550746695178525
DRG01,14.8,Low Fat,Soft Drinks,75.867,OUT018,2009,Tier 3,Supermarket Type2,-0.7766603731308204
FDV36,18.7,Low Fat,Baking Goods,126.502,OUT046,1997,Tier 1,Supermarket Type1,-0.1282492665010508
FDJ08,11.1,Low Fat,Fruits and Vegetables,191.7846,OUT017,2007,Tier 2,Supermarket Type1,0.6211316538380602
FDW58,20.75,Low Fat,Snack Foods,107.0622,OUT018,2009,Tier 3,Supermarket Type2,-0.4799770779263219
FDV10,7.645,Regular,Snack Foods,44.2112,OUT010,1998,Tier 3,Grocery Store,-1.3110587889409202
FDB37,20.25,Regular,Baking Goods,240.8538,OUT035,2004,Tier 2,Supermarket Type1,3.781394840404383
DRM49,6.11,Regular,Soft Drinks,46.6086,OUT035,2004,Tier 2,Supermarket Type1,-0.9561940781266088
DRL37,15.5,Low Fat,Soft Drinks,42.377,OUT045,2002,Tier 2,Supermarket Type1,-0.5754602807558266
FDO13,7.865,Low Fat,Breakfast,164.8526,OUT018,2009,Tier 3,Supermarket Type2,-0.2628079013954535
NCE31,7.67,Low Fat,Household,35.7216,OUT018,2009,Tier 3,Supermarket Type2,-1.3162076688377566
FDH34,12.8,Low Fat,Snack Foods,186.6582,OUT027,1985,Tier 3,Supermarket Type3,1.0476225742488685
NCK05,12.8,Low Fat,Health and Hygiene,61.5536,OUT027,1985,Tier 3,Supermarket Type3,-0.765395508469142
DRG37,16.2,Low Fat,Soft Drinks,154.6972,OUT013,1987,Tier 3,Supermarket Type1,-0.2499803678107361
FDY08,12.8,Regular,Fruits and Vegetables,139.9838,OUT019,1985,Tier 1,Grocery Store,-1.153869377257327
DRI37,15.85,Low Fat,Soft Drinks,58.7904,OUT046,1997,Tier 1,Supermarket Type1,-0.9812309945070004
FDT25,7.5,Low Fat,Canned,122.4072,OUT018,2009,Tier 3,Supermarket Type2,0.3068751861669383
FDF12,12.8,Low Fat,Baking Goods,148.6076,OUT027,1985,Tier 3,Supermarket Type3,1.226334356688215
FDD11,12.85,Low Fat,Starchy Foods,253.004,OUT018,2009,Tier 3,Supermarket Type2,1.0994230908979543
FDZ10,12.8,Low Fat,Snack Foods,126.202,OUT027,1985,Tier 3,Supermarket Type3,1.0174056062035683
DRC49,8.67,Low Fat,Soft Drinks,145.2128,OUT013,1987,Tier 3,Supermarket Type1,-0.0525154008712771
NCJ17,7.68,Low Fat,Health and Hygiene,86.4224,OUT017,2007,Tier 2,Supermarket Type1,-1.0295781433794806
NCC18,19.1,Low Fat,Household,172.4422,OUT049,1999,Tier 1,Supermarket Type1,0.9867569671861924
FDS60,20.85,Low Fat,Baking Goods,179.766,OUT010,1998,Tier 3,Grocery Store,-1.176668618664576
FDV08,7.35,Low Fat,Fruits and Vegetables,43.8454,OUT046,1997,Tier 1,Supermarket Type1,-0.7886597661823099
FDU02,13.35,Low Fat,Dairy,230.6352,OUT013,1987,Tier 3,Supermarket Type1,2.351268909917533
DRI59,9.5,Low Fat,Hard Drinks,222.0088,OUT045,2002,Tier 2,Supermarket Type1,0.9223737480803824
FDA34,11.5,Low Fat,Starchy Foods,173.908,OUT018,2009,Tier 3,Supermarket Type2,-0.5754602807558266
FDI40,11.5,Regular,Frozen Foods,99.3358,OUT018,2009,Tier 3,Supermarket Type2,-0.8396429156661652
FDK09,12.8,Low Fat,Snack Foods,227.5352,OUT019,1985,Tier 1,Grocery Store,-0.7671221923574447
NCB06,17.6,Low Fat,Health and Hygiene,160.392,OUT046,1997,Tier 1,Supermarket Type1,0.1624817465340848
FDL58,5.78,Regular,Snack Foods,264.5568,OUT018,2009,Tier 3,Supermarket Type2,2.741499468673981
NCI17,8.645,Low Fat,Health and Hygiene,98.041,OUT035,2004,Tier 2,Supermarket Type1,-0.2654078584062546
FDC40,12.8,Regular,Dairy,79.4986,OUT027,1985,Tier 3,Supermarket Type3,-0.0770393289946906
FDY07,11.8,Low Fat,Fruits and Vegetables,44.1402,OUT035,2004,Tier 2,Supermarket Type1,-0.8853956064535672
FDW56,7.68,Low Fat,Fruits and Vegetables,193.3162,OUT018,2009,Tier 3,Supermarket Type2,2.381485877962833
FDX14,13.1,Low Fat,Dairy,75.3354,OUT035,2004,Tier 2,Supermarket Type1,-0.6034384110509866
FDE57,9.6,Low Fat,Fruits and Vegetables,142.9154,OUT049,1999,Tier 1,Supermarket Type1,0.7536546422653052
DRI59,9.5,Low Fat,Hard Drinks,223.5088,OUT017,2007,Tier 2,Supermarket Type1,1.6847689290326262
NCJ54,9.895,Low Fat,Household,234.2642,OUT035,2004,Tier 2,Supermarket Type1,1.0493492581371715
FDK33,17.85,Low Fat,Snack Foods,213.256,OUT017,2007,Tier 2,Supermarket Type1,0.7611831692447139
FDU09,7.71,Regular,Snack Foods,56.2956,OUT045,2002,Tier 2,Supermarket Type1,-0.807727698043869
FDD34,7.945,Low Fat,Snack Foods,161.421,OUT045,2002,Tier 2,Supermarket Type1,0.8598457013959317
FDV37,13.0,Regular,Canned,196.2426,OUT010,1998,Tier 3,Grocery Store,-1.2328951712271432
FDG24,7.975,Low Fat,Baking Goods,84.725,OUT018,2009,Tier 3,Supermarket Type2,-0.2279651482348746
FDH19,19.35,Low Fat,Meat,175.4738,OUT049,1999,Tier 1,Supermarket Type1,0.355313468248189
NCM19,12.65,Low Fat,Others,114.1202,OUT013,1987,Tier 3,Supermarket Type1,0.9004227727710491
NCM31,6.095,Low Fat,Others,141.4154,OUT046,1997,Tier 1,Supermarket Type1,-0.4416422794123544
FDD02,12.8,Low Fat,Canned,119.0124,OUT027,1985,Tier 3,Supermarket Type3,0.717053895315649
FDC56,7.72,Low Fat,Fruits and Vegetables,119.344,OUT017,2007,Tier 2,Supermarket Type1,-0.2128436299776334
FDO56,10.195,Regular,Fruits and Vegetables,116.5808,OUT049,1999,Tier 1,Supermarket Type1,-0.3783956518258917
FDF22,6.865,Low Fat,Snack Foods,214.0218,OUT046,1997,Tier 1,Supermarket Type1,2.2416244830103014
FDY24,4.88,Regular,Baking Goods,54.9298,OUT017,2007,Tier 2,Supermarket Type1,-0.7362221565869548
FDR39,20.35,Low Fat,Meat,184.0292,OUT018,2009,Tier 3,Supermarket Type2,0.9407991594448696
FDY47,12.8,Regular,Breads,129.131,OUT027,1985,Tier 3,Supermarket Type3,1.8375804531474305
NCO55,12.8,Low Fat,Others,106.6938,OUT027,1985,Tier 3,Supermarket Type3,0.0983781066543674
FDN45,19.35,Low Fat,Snack Foods,222.6088,OUT045,2002,Tier 2,Supermarket Type1,-0.2007698769941044
NCX06,12.8,Low Fat,Household,182.5976,OUT027,1985,Tier 3,Supermarket Type3,1.9265046733950275
FDX46,12.8,Regular,Snack Foods,58.5562,OUT019,1985,Tier 1,Grocery Store,-1.2864498198495262
NCN41,17.0,Low Fat,Health and Hygiene,125.073,OUT010,1998,Tier 3,Grocery Store,-1.1215240604316083
NCC31,8.02,Low Fat,Household,154.2972,OUT010,1998,Tier 3,Grocery Store,-0.654024397673607
FDX32,12.8,Regular,Fruits and Vegetables,142.8786,OUT019,1985,Tier 1,Grocery Store,-1.0800836471123394
FDT44,16.6,Low Fat,Fruits and Vegetables,117.2466,OUT049,1999,Tier 1,Supermarket Type1,0.0906080291570043
FDT49,12.8,Low Fat,Canned,104.728,OUT027,1985,Tier 3,Supermarket Type3,0.2274477273050064
FDR02,16.7,Low Fat,Dairy,113.1886,OUT017,2007,Tier 2,Supermarket Type1,0.8015701201657098
NCR05,10.1,Low Fat,Health and Hygiene,198.6084,OUT018,2009,Tier 3,Supermarket Type2,0.0539159965305685
FDB27,12.8,Low Fat,Dairy,196.7768,OUT027,1985,Tier 3,Supermarket Type3,2.4721367820987337
FDX56,17.1,Regular,Fruits and Vegetables,209.0638,OUT046,1997,Tier 1,Supermarket Type1,0.9211429794306836
FDU47,12.8,Regular,Breads,138.4838,OUT035,2004,Tier 2,Supermarket Type1,-0.2337957303231483
DRQ35,12.8,Low Fat,Hard Drinks,122.4388,OUT027,1985,Tier 3,Supermarket Type3,2.1716937855340346
FDS01,11.6,Low Fat,Canned,179.0686,OUT017,2007,Tier 2,Supermarket Type1,2.327095335481293
FDD52,18.25,Regular,Dairy,110.157,OUT018,2009,Tier 3,Supermarket Type2,-0.1502643732612456
NCR38,17.25,Low Fat,Household,253.5724,OUT013,1987,Tier 3,Supermarket Type1,1.1255953173772564
FDR04,7.075,Low Fat,Frozen Foods,97.3068,OUT046,1997,Tier 1,Supermarket Type1,-0.5417899449339206
FDW47,15.0,Low Fat,Breads,119.9414,OUT035,2004,Tier 2,Supermarket Type1,-0.0564072440344068
NCT30,12.8,Low Fat,Household,47.1718,OUT019,1985,Tier 1,Grocery Store,-1.2691555328815034
FDA36,5.985,Low Fat,Baking Goods,186.8924,OUT017,2007,Tier 2,Supermarket Type1,0.4365118480666828
DRJ49,12.8,Low Fat,Soft Drinks,130.1652,OUT027,1985,Tier 3,Supermarket Type3,0.4470011487542986
FDN50,16.85,Regular,Canned,94.712,OUT046,1997,Tier 1,Supermarket Type1,-0.2367085524254731
FDK56,9.695,Low Fat,Fruits and Vegetables,188.3898,OUT017,2007,Tier 2,Supermarket Type1,0.5290481121998344
NCQ42,20.35,Low Fat,Household,128.4678,OUT046,1997,Tier 1,Supermarket Type1,-0.1206753593589763
FDO36,19.7,Low Fat,Baking Goods,177.766,OUT035,2004,Tier 2,Supermarket Type1,0.3871659869730216
DRJ51,14.1,Low Fat,Dairy,229.0668,OUT035,2004,Tier 2,Supermarket Type1,0.729912738801141
DRG51,12.1,Low Fat,Dairy,163.5526,OUT046,1997,Tier 1,Supermarket Type1,0.1316167715041975
FDK32,16.25,Regular,Fruits and Vegetables,154.2682,OUT045,2002,Tier 2,Supermarket Type1,0.81365690738383
NCC30,16.6,Low Fat,Household,177.6344,OUT049,1999,Tier 1,Supermarket Type1,0.3742158578107503
FDG34,11.5,Regular,Snack Foods,109.5254,OUT035,2004,Tier 2,Supermarket Type1,-0.3056659232085035
FDU35,6.44,Low Fat,Breads,98.27,OUT046,1997,Tier 1,Supermarket Type1,0.1929140495389493
FDS43,11.65,Low Fat,Fruits and Vegetables,185.924,OUT017,2007,Tier 2,Supermarket Type1,1.2979917380527843
FDF35,15.0,Low Fat,Starchy Foods,107.7938,OUT046,1997,Tier 1,Supermarket Type1,-0.3116880680079721
NCP30,20.5,Low Fat,Household,40.2822,OUT045,2002,Tier 2,Supermarket Type1,-0.90266687758922
NCR29,7.565,Low Fat,Health and Hygiene,58.393,OUT018,2009,Tier 3,Supermarket Type2,-1.030873156295708
FDH10,21.0,Low Fat,Snack Foods,192.8478,OUT045,2002,Tier 2,Supermarket Type1,-0.3048907827592877
DRH11,12.8,Low Fat,Hard Drinks,54.4614,OUT019,1985,Tier 1,Grocery Store,-1.2863182980894632
NCG18,15.3,Low Fat,Household,103.5332,OUT035,2004,Tier 2,Supermarket Type1,0.8326504301551616
NCD06,13.0,Low Fat,Household,46.306,OUT018,2009,Tier 3,Supermarket Type2,-0.9984978333900292
FDJ46,11.1,Low Fat,Snack Foods,173.4054,OUT013,1987,Tier 3,Supermarket Type1,0.2959180342037469
DRD12,6.96,Low Fat,Soft Drinks,91.4146,OUT045,2002,Tier 2,Supermarket Type1,-0.9471289877130188
FDT19,7.59,Regular,Fruits and Vegetables,172.808,OUT018,2009,Tier 3,Supermarket Type2,0.0979464356822915
FDN40,12.8,Low Fat,Frozen Foods,154.0998,OUT027,1985,Tier 3,Supermarket Type3,1.1233279645097551
FDJ07,7.26,Low Fat,Meat,115.015,OUT045,2002,Tier 2,Supermarket Type1,-0.3210469725174813
NCD31,12.1,Low Fat,Household,165.8526,OUT017,2007,Tier 2,Supermarket Type1,0.6647304220177077
FDM28,12.8,Low Fat,Frozen Foods,179.866,OUT027,1985,Tier 3,Supermarket Type3,1.7266139335927744
FDW56,12.8,Low Fat,Fruits and Vegetables,191.2162,OUT027,1985,Tier 3,Supermarket Type3,3.5042620763317727
FDY36,12.3,Low Fat,Baking Goods,74.838,OUT035,2004,Tier 2,Supermarket Type1,-0.5546430067373649
NCL42,12.8,Low Fat,Household,244.3144,OUT027,1985,Tier 3,Supermarket Type3,2.215007479655639
FDI27,8.71,Regular,Dairy,43.5744,OUT017,2007,Tier 2,Supermarket Type1,-1.038211562820995
FDJ12,8.895,Regular,Baking Goods,209.2296,OUT010,1998,Tier 3,Grocery Store,-1.067036696664066
NCP43,17.75,Low Fat,Others,180.566,OUT035,2004,Tier 2,Supermarket Type1,0.853370636814796
FDA09,13.35,Regular,Snack Foods,179.666,OUT013,1987,Tier 3,Supermarket Type1,1.0432813580379372
FDV28,16.1,Regular,Frozen Foods,34.9558,OUT010,1998,Tier 3,Grocery Store,-1.317071010781908
FDR46,16.85,Low Fat,Snack Foods,147.476,OUT046,1997,Tier 1,Supermarket Type1,0.5382508271995227
FDL03,19.25,Regular,Meat,194.811,OUT018,2009,Tier 3,Supermarket Type2,0.0396708544520699
FDV19,12.8,Regular,Fruits and Vegetables,159.1578,OUT027,1985,Tier 3,Supermarket Type3,1.3724252433855184
FDI41,18.5,Regular,Frozen Foods,146.8418,OUT018,2009,Tier 3,Supermarket Type2,-0.0255114623313633
FDU57,8.27,Regular,Snack Foods,150.8708,OUT046,1997,Tier 1,Supermarket Type1,0.1998207850921607
FDE45,12.1,Low Fat,Fruits and Vegetables,177.8002,OUT046,1997,Tier 1,Supermarket Type1,-0.3160260265383207
NCH55,16.35,Low Fat,Household,127.402,OUT045,2002,Tier 2,Supermarket Type1,-0.868996541767314
FDH12,9.6,Low Fat,Baking Goods,106.528,OUT013,1987,Tier 3,Supermarket Type1,-0.2630504070795723
FDQ52,17.0,Low Fat,Frozen Foods,246.5434,OUT017,2007,Tier 2,Supermarket Type1,1.5371374565827312
FDA38,5.44,Low Fat,Dairy,238.7538,OUT049,1999,Tier 1,Supermarket Type1,0.976396863856375
NCH30,17.1,Low Fat,Household,112.286,OUT013,1987,Tier 3,Supermarket Type1,-0.4241483392625376
FDD47,7.6,Regular,Starchy Foods,169.1448,OUT018,2009,Tier 3,Supermarket Type2,0.1622258026440657
FDL50,12.15,Regular,Canned,126.5046,OUT013,1987,Tier 3,Supermarket Type1,-1.118934034599154
FDO13,7.865,Low Fat,Breakfast,165.3526,OUT049,1999,Tier 1,Supermarket Type1,-0.6147423392147168
NCZ29,15.0,Low Fat,Health and Hygiene,125.7362,OUT013,1987,Tier 3,Supermarket Type1,0.5969580794018201
FDP24,20.6,Low Fat,Baking Goods,119.4756,OUT046,1997,Tier 1,Supermarket Type1,-0.654024397673607
FDQ10,12.85,Low Fat,Snack Foods,171.6422,OUT018,2009,Tier 3,Supermarket Type2,0.7631514036509711
FDV55,17.75,Low Fat,Fruits and Vegetables,145.1444,OUT046,1997,Tier 1,Supermarket Type1,-0.1377459150710498
FDW08,12.1,Low Fat,Fruits and Vegetables,105.128,OUT035,2004,Tier 2,Supermarket Type1,-0.4790269125135846
FDF58,13.3,Low Fat,Snack Foods,61.651,OUT017,2007,Tier 2,Supermarket Type1,-0.7384700319624438
FDZ46,7.485,Low Fat,Snack Foods,112.1228,OUT013,1987,Tier 3,Supermarket Type1,-0.4510637156524342
DRF37,12.8,Low Fat,Soft Drinks,261.291,OUT019,1985,Tier 1,Grocery Store,-0.8495713480239068
FDL28,12.8,Regular,Frozen Foods,230.0668,OUT019,1985,Tier 1,Grocery Store,-0.9130269809190372
FDK51,19.85,Low Fat,Dairy,266.6884,OUT010,1998,Tier 3,Grocery Store,-1.189296403047496
NCQ06,13.0,Low Fat,Household,254.1014,OUT017,2007,Tier 2,Supermarket Type1,0.7881883200313626
FDW31,11.35,Regular,Fruits and Vegetables,197.7742,OUT049,1999,Tier 1,Supermarket Type1,0.344461072343128
FDM04,9.195,Regular,Frozen Foods,52.8666,OUT049,1999,Tier 1,Supermarket Type1,-0.4636574989882159
FDY47,8.6,Regular,Breads,130.131,OUT046,1997,Tier 1,Supermarket Type1,-0.3509913752764539
FDU38,10.8,Low Fat,Dairy,193.7504,OUT046,1997,Tier 1,Supermarket Type1,1.622608309053723
FDI45,12.8,Low Fat,Fruits and Vegetables,173.1054,OUT027,1985,Tier 3,Supermarket Type3,1.6799412432909184
