Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDY49,17.2,Regular,Canned,164.4184,OUT017,2007,Tier 2,Supermarket Type1,0.3517689672628131
NCP18,12.15,Low Fat,Household,150.4708,OUT046,1997,Tier 1,Supermarket Type1,0.1022631454030486
FDT07,12.8,Regular,Fruits and Vegetables,257.133,OUT027,1985,Tier 3,Supermarket Type3,3.4585049532917465
FDG46,8.63,Regular,Snack Foods,114.7518,OUT010,1998,Tier 3,Grocery Store,-1.0658385050338408
FDH50,15.0,Regular,Canned,182.5266,OUT018,2009,Tier 3,Supermarket Type2,-0.5240914350788163
FDS40,12.8,Low Fat,Frozen Foods,34.619,OUT019,1985,Tier 1,Grocery Store,-1.3373595464694663
FDZ60,12.8,Low Fat,Baking Goods,108.5596,OUT027,1985,Tier 3,Supermarket Type3,-0.2422102903133732
FDG38,8.975,Regular,Canned,86.6224,OUT045,2002,Tier 2,Supermarket Type1,-0.3112776458454879
FDG31,12.15,Low Fat,Meat,64.7826,OUT035,2004,Tier 2,Supermarket Type1,-0.7748922698548079
FDS39,6.895,Low Fat,Meat,143.7812,OUT017,2007,Tier 2,Supermarket Type1,-0.0678152175947837
FDL22,12.8,Low Fat,Snack Foods,92.5488,OUT027,1985,Tier 3,Supermarket Type3,0.3414088639329957
FDQ20,8.325,Low Fat,Fruits and Vegetables,39.3138,OUT035,2004,Tier 2,Supermarket Type1,-0.7291351468147818
DRB24,8.785,Low Fat,Soft Drinks,153.1656,OUT017,2007,Tier 2,Supermarket Type1,-0.1593294636748356
DRI51,12.8,Low Fat,Dairy,172.6764,OUT027,1985,Tier 3,Supermarket Type3,2.648258538705626
FDJ60,19.35,Regular,Baking Goods,163.9184,OUT035,2004,Tier 2,Supermarket Type1,0.6729321704871464
FDB40,17.5,Regular,Dairy,144.8102,OUT010,1998,Tier 3,Grocery Store,-1.1720295641644671
FDO15,16.75,Regular,Meat,72.4038,OUT017,2007,Tier 2,Supermarket Type1,-0.8819466709295855
FDI53,8.895,Regular,Frozen Foods,161.5236,OUT035,2004,Tier 2,Supermarket Type1,-0.211993322268073
FDZ14,7.71,Regular,Dairy,122.4756,OUT046,1997,Tier 1,Supermarket Type1,-0.9682808653447288
NCD54,12.8,Low Fat,Household,142.7786,OUT019,1985,Tier 1,Grocery Store,-1.2674288489932006
FDF28,15.7,Regular,Frozen Foods,124.1046,OUT046,1997,Tier 1,Supermarket Type1,-0.6345992039301998
FDD39,16.7,Low Fat,Dairy,217.685,OUT017,2007,Tier 2,Supermarket Type1,0.0418292093124483
NCN54,20.35,Low Fat,Household,76.1328,OUT046,1997,Tier 1,Supermarket Type1,-0.8603631223257997
NCO41,12.5,Low Fat,Health and Hygiene,100.1384,OUT017,2007,Tier 2,Supermarket Type1,0.0444192351449025
FDH45,15.1,Regular,Fruits and Vegetables,41.6796,OUT046,1997,Tier 1,Supermarket Type1,-1.039938246709298
NCD55,14.0,Low Fat,Household,43.4454,OUT010,1998,Tier 3,Grocery Store,-1.333906178692861
DRK35,8.365,Low Fat,Hard Drinks,39.6506,OUT017,2007,Tier 2,Supermarket Type1,-0.8197860509506824
FDM25,10.695,Regular,Breakfast,177.5712,OUT017,2007,Tier 2,Supermarket Type1,0.3483155994862074
NCW30,5.21,Low Fat,Household,259.5962,OUT035,2004,Tier 2,Supermarket Type1,0.4860186395783609
FDU15,13.65,Regular,Meat,37.9532,OUT045,2002,Tier 2,Supermarket Type1,-0.9881377300602115
DRN35,8.01,Low Fat,Hard Drinks,37.5532,OUT046,1997,Tier 1,Supermarket Type1,-0.4753126152342602
FDN28,5.88,Regular,Frozen Foods,104.099,OUT049,1999,Tier 1,Supermarket Type1,-1.0934654472466867
NCK29,5.615,Low Fat,Health and Hygiene,121.373,OUT010,1998,Tier 3,Grocery Store,-1.2812423200996237
FDA49,19.7,Low Fat,Canned,87.0198,OUT049,1999,Tier 1,Supermarket Type1,-0.90871027119828
FDE40,12.8,Regular,Dairy,60.0194,OUT019,1985,Tier 1,Grocery Store,-1.2808106491275475
FDD52,18.25,Regular,Dairy,110.857,OUT049,1999,Tier 1,Supermarket Type1,-0.0790386628687523
FDZ31,15.35,Regular,Fruits and Vegetables,189.7504,OUT018,2009,Tier 3,Supermarket Type2,0.2550746695178525
FDA13,12.8,Low Fat,Canned,39.9506,OUT027,1985,Tier 3,Supermarket Type3,-0.8936017871756298
FDU08,10.3,Low Fat,Fruits and Vegetables,101.2042,OUT013,1987,Tier 3,Supermarket Type1,-1.1038255505765038
FDU15,13.65,Regular,Meat,35.1532,OUT046,1997,Tier 1,Supermarket Type1,-0.8482763351076795
FDD45,8.615,Low Fat,Fruits and Vegetables,95.9436,OUT035,2004,Tier 2,Supermarket Type1,0.4165196130741705
FDY50,5.8,Low Fat,Dairy,87.8172,OUT045,2002,Tier 2,Supermarket Type1,-0.6669745268358787
FDD08,8.3,Low Fat,Fruits and Vegetables,36.2506,OUT049,1999,Tier 1,Supermarket Type1,-0.8197860509506824
NCE30,16.0,Low Fat,Household,210.4902,OUT045,2002,Tier 2,Supermarket Type1,0.979850231632981
FDB05,5.155,Low Fat,Frozen Foods,247.2776,OUT049,1999,Tier 1,Supermarket Type1,2.492856988758368
FDS09,8.895,Regular,Snack Foods,49.8008,OUT045,2002,Tier 2,Supermarket Type1,-0.6721545785007871
FDZ07,15.1,Regular,Fruits and Vegetables,63.7194,OUT018,2009,Tier 3,Supermarket Type2,-0.4779026410667146
FDS57,15.5,Low Fat,Snack Foods,144.847,OUT035,2004,Tier 2,Supermarket Type1,-0.2473903419782819
FDX28,6.325,Low Fat,Frozen Foods,100.9042,OUT018,2009,Tier 3,Supermarket Type2,-0.0104029783087133
FDN56,12.8,Regular,Fruits and Vegetables,145.8786,OUT019,1985,Tier 1,Grocery Store,-1.17375624805277
FDX44,9.3,Low Fat,Fruits and Vegetables,89.3172,OUT035,2004,Tier 2,Supermarket Type1,-0.0306915139962719
NCF19,12.8,Low Fat,Household,49.0034,OUT027,1985,Tier 3,Supermarket Type3,-0.8253977735876666
NCA17,20.6,Low Fat,Health and Hygiene,149.2392,OUT018,2009,Tier 3,Supermarket Type2,1.249644589180304
FDY40,15.5,Regular,Frozen Foods,49.6692,OUT046,1997,Tier 1,Supermarket Type1,-0.8500030189959825
NCX54,9.195,Low Fat,Household,105.6622,OUT035,2004,Tier 2,Supermarket Type1,-0.2629304969730076
FDK28,5.695,Low Fat,Frozen Foods,258.2646,OUT046,1997,Tier 1,Supermarket Type1,2.14708854012572
FDI32,12.8,Low Fat,Fruits and Vegetables,113.2834,OUT027,1985,Tier 3,Supermarket Type3,1.4767035204921306
FDT11,5.94,Regular,Breads,188.0556,OUT018,2009,Tier 3,Supermarket Type2,-0.7524453793068705
FDO32,6.36,Low Fat,Fruits and Vegetables,45.906,OUT017,2007,Tier 2,Supermarket Type1,-0.6358942168464269
DRJ01,12.8,Low Fat,Soft Drinks,160.9236,OUT027,1985,Tier 3,Supermarket Type3,0.1013998034588972
FDW02,4.805,Regular,Dairy,123.9704,OUT045,2002,Tier 2,Supermarket Type1,0.0996731195705944
NCK30,14.85,Low Fat,Household,254.8698,OUT013,1987,Tier 3,Supermarket Type1,1.7637647169224826
NCM43,14.5,Low Fat,Others,161.621,OUT013,1987,Tier 3,Supermarket Type1,0.0137705961275267
FDJ14,10.3,Regular,Canned,77.896,OUT046,1997,Tier 1,Supermarket Type1,-0.532293183548255
FDE59,12.15,Low Fat,Starchy Foods,37.9532,OUT035,2004,Tier 2,Supermarket Type1,-0.6617944751709699
FDN10,11.5,Low Fat,Snack Foods,120.3124,OUT045,2002,Tier 2,Supermarket Type1,-1.0537517178157207
NCC18,19.1,Low Fat,Household,174.0422,OUT046,1997,Tier 1,Supermarket Type1,-0.2430736322575246
FDN34,12.8,Regular,Snack Foods,168.7132,OUT019,1985,Tier 1,Grocery Store,-1.141812596119167
FDU12,15.5,Regular,Baking Goods,265.1568,OUT018,2009,Tier 3,Supermarket Type2,0.0064321896022394
FDR33,7.31,Low Fat,Snack Foods,110.357,OUT046,1997,Tier 1,Supermarket Type1,0.7044441514486737
FDP33,18.7,Low Fat,Snack Foods,257.3672,OUT013,1987,Tier 3,Supermarket Type1,-0.0350082237170291
FDT49,7.0,Low Fat,Canned,107.028,OUT013,1987,Tier 3,Supermarket Type1,0.5037171494334652
FDK02,12.5,Low Fat,Canned,121.144,OUT035,2004,Tier 2,Supermarket Type1,-0.4286921502500829
NCM07,9.395,Low Fat,Others,84.0908,OUT046,1997,Tier 1,Supermarket Type1,-1.0891487375259297
FDX38,10.5,Regular,Dairy,45.9376,OUT046,1997,Tier 1,Supermarket Type1,-0.9881377300602115
FDS56,5.785,Regular,Fruits and Vegetables,262.1252,OUT010,1998,Tier 3,Grocery Store,-0.8508663609401339
FDU26,16.7,Regular,Dairy,120.7782,OUT049,1999,Tier 1,Supermarket Type1,-0.6656795139196513
FDR16,5.845,Regular,Frozen Foods,214.4218,OUT049,1999,Tier 1,Supermarket Type1,2.103058100973996
FDA58,9.395,Low Fat,Snack Foods,235.8932,OUT046,1997,Tier 1,Supermarket Type1,-0.7498553534744162
FDI26,5.94,Low Fat,Canned,179.8344,OUT018,2009,Tier 3,Supermarket Type2,-0.5512867063195864
FDU36,6.15,Low Fat,Baking Goods,97.8384,OUT035,2004,Tier 2,Supermarket Type1,-0.0194680687223034
FDG60,20.35,Low Fat,Baking Goods,234.2616,OUT035,2004,Tier 2,Supermarket Type1,1.677862193479415
FDH14,17.1,Regular,Canned,141.8838,OUT010,1998,Tier 3,Grocery Store,-1.1789362997176789
FDQ37,12.8,Low Fat,Breakfast,192.2478,OUT027,1985,Tier 3,Supermarket Type3,3.7891649179017457
FDW23,5.765,Low Fat,Baking Goods,36.7164,OUT013,1987,Tier 3,Supermarket Type1,-0.8102892895650166
FDM03,12.65,Low Fat,Meat,107.7938,OUT017,2007,Tier 2,Supermarket Type1,0.0983781066543674
FDB58,10.5,Regular,Snack Foods,140.0154,OUT013,1987,Tier 3,Supermarket Type1,0.6617087252131776
FDR09,18.25,Low Fat,Snack Foods,260.2962,OUT013,1987,Tier 3,Supermarket Type1,-0.6894214173838158
FDR48,11.65,Low Fat,Baking Goods,149.8024,OUT018,2009,Tier 3,Supermarket Type2,-0.18004967033447
FDZ52,19.2,Low Fat,Frozen Foods,110.2886,OUT046,1997,Tier 1,Supermarket Type1,-0.8564780835771181
DRD60,15.7,Low Fat,Soft Drinks,182.7634,OUT049,1999,Tier 1,Supermarket Type1,0.8779758822231118
FDJ14,10.3,Regular,Canned,80.096,OUT013,1987,Tier 3,Supermarket Type1,-1.205699899986373
NCY29,13.65,Low Fat,Health and Hygiene,56.893,OUT046,1997,Tier 1,Supermarket Type1,-0.5905687647784766
NCP41,16.6,Low Fat,Health and Hygiene,108.8596,OUT013,1987,Tier 3,Supermarket Type1,-0.731725172647236
FDK46,9.6,Low Fat,Snack Foods,258.462,OUT045,2002,Tier 2,Supermarket Type1,1.6692287740379006
FDI48,11.85,Regular,Baking Goods,50.5666,OUT013,1987,Tier 3,Supermarket Type1,-0.7628054826366877
FDX48,12.8,Regular,Baking Goods,154.1656,OUT019,1985,Tier 1,Grocery Store,-0.960510787847366
NCI29,8.6,Low Fat,Health and Hygiene,141.2154,OUT049,1999,Tier 1,Supermarket Type1,-0.9013718646729928
FDL51,20.7,Regular,Dairy,213.9876,OUT046,1997,Tier 1,Supermarket Type1,0.028879080150177
FDU21,11.8,Regular,Snack Foods,35.7558,OUT017,2007,Tier 2,Supermarket Type1,-0.9868427171439847
FDA08,12.8,Regular,Fruits and Vegetables,162.5526,OUT019,1985,Tier 1,Grocery Store,-1.147855989728227
FDK03,12.6,Regular,Dairy,255.9356,OUT018,2009,Tier 3,Supermarket Type2,1.7719664653919212
DRH39,20.7,Low Fat,Dairy,77.667,OUT049,1999,Tier 1,Supermarket Type1,0.0785212419388844
NCR18,15.85,Low Fat,Household,41.6112,OUT018,2009,Tier 3,Supermarket Type2,-1.1953397966565558
NCX42,6.36,Low Fat,Household,163.6526,OUT046,1997,Tier 1,Supermarket Type1,-0.6147423392147168
FDR15,9.3,Regular,Meat,156.6314,OUT049,1999,Tier 1,Supermarket Type1,-0.556466757984495
FDN60,12.8,Low Fat,Baking Goods,157.6604,OUT019,1985,Tier 1,Grocery Store,-1.15562606722559
FDH24,20.7,Low Fat,Baking Goods,157.0288,OUT017,2007,Tier 2,Supermarket Type1,0.5745111888538829
FDY50,12.8,Low Fat,Dairy,88.7172,OUT027,1985,Tier 3,Supermarket Type3,0.7791232296177726
FDT26,18.85,Regular,Dairy,120.344,OUT049,1999,Tier 1,Supermarket Type1,-0.1955898253291957
NCC30,16.6,Low Fat,Household,176.6344,OUT035,2004,Tier 2,Supermarket Type1,0.3742158578107503
NCE43,12.5,Low Fat,Household,170.8448,OUT046,1997,Tier 1,Supermarket Type1,1.84362384675649
DRK39,7.02,Low Fat,Dairy,83.825,OUT017,2007,Tier 2,Supermarket Type1,-0.443800634272733
FDL16,12.85,Low Fat,Frozen Foods,45.906,OUT013,1987,Tier 3,Supermarket Type1,-0.7869790570729277
FDQ36,7.855,Regular,Baking Goods,36.2848,OUT018,2009,Tier 3,Supermarket Type2,-0.6117206424101868
FDS34,19.35,Regular,Snack Foods,113.4518,OUT035,2004,Tier 2,Supermarket Type1,-0.3276811427843652
FDN32,17.5,Low Fat,Fruits and Vegetables,184.8266,OUT045,2002,Tier 2,Supermarket Type1,0.432491439040972
FDZ23,17.75,Regular,Baking Goods,187.624,OUT045,2002,Tier 2,Supermarket Type1,-0.3941584724840255
DRL49,13.15,Low Fat,Soft Drinks,143.4812,OUT049,1999,Tier 1,Supermarket Type1,-0.8068359217884107
FDG33,5.365,Regular,Seafood,173.7764,OUT035,2004,Tier 2,Supermarket Type1,1.645918541545812
FDG04,13.1,Low Fat,Frozen Foods,187.5898,OUT045,2002,Tier 2,Supermarket Type1,0.2157926110589621
FDR04,7.075,Low Fat,Frozen Foods,97.0068,OUT045,2002,Tier 2,Supermarket Type1,-0.1006222114725381
FDF52,9.3,Low Fat,Frozen Foods,180.5292,OUT035,2004,Tier 2,Supermarket Type1,0.0582327062513256
FDT36,12.3,Low Fat,Baking Goods,37.2874,OUT010,1998,Tier 3,Grocery Store,-1.2467086423335665
FDH17,16.2,Regular,Frozen Foods,95.8726,OUT013,1987,Tier 3,Supermarket Type1,-0.663089488087197
NCL42,18.85,Low Fat,Household,244.0144,OUT017,2007,Tier 2,Supermarket Type1,2.2925616577152352
DRN35,8.01,Low Fat,Hard Drinks,34.2532,OUT018,2009,Tier 3,Supermarket Type2,-1.058068427536478
FDL21,12.8,Regular,Snack Foods,38.748,OUT019,1985,Tier 1,Grocery Store,-1.309300933284545
FDX07,12.8,Regular,Fruits and Vegetables,183.495,OUT027,1985,Tier 3,Supermarket Type3,1.6066364830869215
FDW16,17.35,Regular,Frozen Foods,93.0804,OUT046,1997,Tier 1,Supermarket Type1,-0.8249661026155908
FDS11,12.8,Regular,Breads,222.5088,OUT027,1985,Tier 3,Supermarket Type3,3.280224841824476
NCZ54,14.65,Low Fat,Household,163.4552,OUT018,2009,Tier 3,Supermarket Type2,0.324142025049967
FDH32,12.8,Low Fat,Fruits and Vegetables,96.541,OUT035,2004,Tier 2,Supermarket Type1,1.0799978971545472
NCQ17,12.8,Low Fat,Health and Hygiene,158.363,OUT027,1985,Tier 3,Supermarket Type3,1.2764081894489985
FDK38,6.65,Low Fat,Canned,147.7734,OUT035,2004,Tier 2,Supermarket Type1,-0.0134246751132434
NCF55,6.675,Low Fat,Household,35.6874,OUT013,1987,Tier 3,Supermarket Type1,-0.7433802888932803
FDW39,6.69,Regular,Meat,176.837,OUT018,2009,Tier 3,Supermarket Type2,-0.4459589891331115
FDX36,12.8,Regular,Baking Goods,223.1404,OUT019,1985,Tier 1,Grocery Store,-1.0692918728104466
FDD47,7.6,Regular,Starchy Foods,171.7448,OUT045,2002,Tier 2,Supermarket Type1,1.5121005402023395
FDQ46,7.51,Low Fat,Snack Foods,110.6544,OUT013,1987,Tier 3,Supermarket Type1,-0.1282491536853841
FDE56,12.8,Regular,Fruits and Vegetables,62.4194,OUT027,1985,Tier 3,Supermarket Type3,0.1242783649789103
FDY39,12.8,Regular,Meat,185.7608,OUT019,1985,Tier 1,Grocery Store,-0.4079719435904485
FDG05,11.0,Regular,Frozen Foods,156.863,OUT046,1997,Tier 1,Supermarket Type1,0.5663094403844443
NCR54,12.8,Low Fat,Household,194.711,OUT019,1985,Tier 1,Grocery Store,-1.2337585131712947
FDX57,17.25,Regular,Snack Foods,95.8068,OUT018,2009,Tier 3,Supermarket Type2,-0.5417899449339206
FDC17,12.8,Low Fat,Frozen Foods,208.9928,OUT027,1985,Tier 3,Supermarket Type3,4.913667800158987
DRL60,12.8,Low Fat,Soft Drinks,150.6682,OUT019,1985,Tier 1,Grocery Store,-1.0645434921176136
FDO32,6.36,Low Fat,Fruits and Vegetables,45.406,OUT013,1987,Tier 3,Supermarket Type1,-0.6358942168464269
NCO29,11.15,Low Fat,Health and Hygiene,163.2526,OUT013,1987,Tier 3,Supermarket Type1,-0.4014968790093127
FDJ36,12.8,Regular,Baking Goods,104.5332,OUT027,1985,Tier 3,Supermarket Type3,0.3008317925578784
NCF54,18.0,Low Fat,Household,170.5422,OUT045,2002,Tier 2,Supermarket Type1,0.6513486218833605
FDV04,7.825,Regular,Frozen Foods,158.8288,OUT035,2004,Tier 2,Supermarket Type1,-0.4442323052448086
NCK30,14.85,Low Fat,Household,254.2698,OUT010,1998,Tier 3,Grocery Store,-0.2098349674076945
FDX09,12.8,Low Fat,Snack Foods,174.937,OUT019,1985,Tier 1,Grocery Store,-1.2467086423335665
FDH53,20.5,Regular,Frozen Foods,83.7592,OUT013,1987,Tier 3,Supermarket Type1,-0.4511390407980202
FDT22,10.395,Low Fat,Snack Foods,60.622,OUT045,2002,Tier 2,Supermarket Type1,-0.8560464126050426
DRF25,12.8,Low Fat,Soft Drinks,36.019,OUT019,1985,Tier 1,Grocery Store,-1.313617643005302
FDG56,13.3,Regular,Fruits and Vegetables,60.8536,OUT045,2002,Tier 2,Supermarket Type1,-0.765395508469142
FDG38,12.8,Regular,Canned,83.6224,OUT027,1985,Tier 3,Supermarket Type3,0.9043078115197304
FDS34,19.35,Regular,Snack Foods,114.8518,OUT045,2002,Tier 2,Supermarket Type1,-0.2538654065594176
FDP44,16.5,Regular,Fruits and Vegetables,102.1332,OUT049,1999,Tier 1,Supermarket Type1,-0.2309868450394046
FDW03,5.63,Regular,Meat,102.8306,OUT013,1987,Tier 3,Supermarket Type1,-0.0734269402317679
FDU25,12.35,Low Fat,Canned,58.9246,OUT018,2009,Tier 3,Supermarket Type2,-0.7602154568042334
NCR17,9.8,Low Fat,Health and Hygiene,116.4492,OUT045,2002,Tier 2,Supermarket Type1,0.441556529454562
FDY39,5.305,Regular,Meat,181.9608,OUT018,2009,Tier 3,Supermarket Type2,0.1877339978740408
FDA03,18.5,Regular,Dairy,146.3102,OUT049,1999,Tier 1,Supermarket Type1,1.0022971221809185
FDG58,10.695,Regular,Snack Foods,156.1972,OUT046,1997,Tier 1,Supermarket Type1,-0.1489693603450184
NCB19,6.525,Low Fat,Household,86.4882,OUT017,2007,Tier 2,Supermarket Type1,-0.3030758973760493
FDI07,12.35,Regular,Meat,198.1426,OUT049,1999,Tier 1,Supermarket Type1,1.0748178454896384
NCS06,7.935,Low Fat,Household,261.091,OUT035,2004,Tier 2,Supermarket Type1,0.1734888557955419
FDX03,15.85,Regular,Meat,47.1744,OUT010,1998,Tier 3,Grocery Store,-1.3023941977313336
NCK29,5.615,Low Fat,Health and Hygiene,121.973,OUT046,1997,Tier 1,Supermarket Type1,0.2360811467465209
FDH16,10.5,Low Fat,Frozen Foods,90.783,OUT013,1987,Tier 3,Supermarket Type1,-0.5452433127105264
FDA55,12.8,Regular,Fruits and Vegetables,223.8088,OUT027,1985,Tier 3,Supermarket Type3,2.26493471550239
FDS20,8.85,Low Fat,Fruits and Vegetables,182.7292,OUT049,1999,Tier 1,Supermarket Type1,1.8324004014825213
FDS31,13.1,Regular,Fruits and Vegetables,180.3318,OUT046,1997,Tier 1,Supermarket Type1,0.1596753846891191
FDA23,12.8,Low Fat,Baking Goods,101.3016,OUT027,1985,Tier 3,Supermarket Type3,0.1480202684430748
NCU18,15.1,Low Fat,Household,140.2496,OUT035,2004,Tier 2,Supermarket Type1,0.377669225587356
FDE11,17.7,Regular,Starchy Foods,184.4924,OUT013,1987,Tier 3,Supermarket Type1,0.6789755640962063
FDE44,14.65,Low Fat,Fruits and Vegetables,49.7692,OUT045,2002,Tier 2,Supermarket Type1,-0.8180593670623795
FDV51,16.35,Low Fat,Meat,165.7842,OUT046,1997,Tier 1,Supermarket Type1,0.3586757028160244
FDK51,19.85,Low Fat,Dairy,264.5884,OUT017,2007,Tier 2,Supermarket Type1,2.4186095815613453
FDR36,6.715,Regular,Baking Goods,43.5454,OUT045,2002,Tier 2,Supermarket Type1,-0.8171960251182281
FDU40,20.85,Low Fat,Frozen Foods,192.5478,OUT046,1997,Tier 1,Supermarket Type1,0.5231423431768726
FDU37,12.8,Regular,Canned,79.796,OUT027,1985,Tier 3,Supermarket Type3,1.2807248991697555
FDV47,17.1,Low Fat,Breads,85.3566,OUT013,1987,Tier 3,Supermarket Type1,-0.2098349674076945
FDF04,12.8,Low Fat,Frozen Foods,258.6304,OUT019,1985,Tier 1,Grocery Store,-1.0261247756028749
FDX16,17.85,Low Fat,Frozen Foods,147.805,OUT035,2004,Tier 2,Supermarket Type1,-0.0984638566121596
NCL05,19.6,Low Fat,Health and Hygiene,45.077,OUT013,1987,Tier 3,Supermarket Type1,-0.9682808653447288
NCL30,12.8,Low Fat,Household,125.9336,OUT027,1985,Tier 3,Supermarket Type3,3.280224841824476
NCR06,12.5,Low Fat,Household,41.7112,OUT046,1997,Tier 1,Supermarket Type1,-1.1124589700180183
FDX03,15.85,Regular,Meat,45.6744,OUT045,2002,Tier 2,Supermarket Type1,-0.9501506845175488
FDR32,6.78,Regular,Fruits and Vegetables,227.4694,OUT046,1997,Tier 1,Supermarket Type1,0.7117825579739608
FDX04,19.6,Regular,Frozen Foods,47.6376,OUT035,2004,Tier 2,Supermarket Type1,-1.1435392800074695
DRH01,17.5,Low Fat,Soft Drinks,171.7738,OUT017,2007,Tier 2,Supermarket Type1,0.2162242820310379
FDO57,20.75,Low Fat,Snack Foods,160.9578,OUT045,2002,Tier 2,Supermarket Type1,-0.4248071115014014
FDD11,12.8,Low Fat,Starchy Foods,254.704,OUT027,1985,Tier 3,Supermarket Type3,0.6073181827316372
DRM47,9.3,Low Fat,Hard Drinks,189.1846,OUT010,1998,Tier 3,Grocery Store,-1.1133223119621696
NCC54,17.75,Low Fat,Health and Hygiene,242.4196,OUT035,2004,Tier 2,Supermarket Type1,2.2329910635687864
FDC45,17.0,Low Fat,Fruits and Vegetables,171.5106,OUT049,1999,Tier 1,Supermarket Type1,-0.3626464915224982
FDW46,12.8,Regular,Snack Foods,63.6484,OUT019,1985,Tier 1,Grocery Store,-1.318797694670211
FDP40,4.555,Regular,Frozen Foods,110.1544,OUT013,1987,Tier 3,Supermarket Type1,-0.5633734935377065
FDM08,10.1,Regular,Fruits and Vegetables,225.5088,OUT010,1998,Tier 3,Grocery Store,-0.4908527702289861
FDV52,20.7,Regular,Frozen Foods,119.7466,OUT049,1999,Tier 1,Supermarket Type1,-0.0622034949577993
DRB24,8.785,Low Fat,Soft Drinks,153.0656,OUT045,2002,Tier 2,Supermarket Type1,1.3428855191486588
NCC54,17.75,Low Fat,Health and Hygiene,239.3196,OUT010,1998,Tier 3,Grocery Store,-0.8923067742594026
FDV38,12.8,Low Fat,Dairy,54.9956,OUT019,1985,Tier 1,Grocery Store,-1.2903074105132135
FDB36,5.465,Regular,Baking Goods,129.2626,OUT045,2002,Tier 2,Supermarket Type1,-0.5107096349444691
DRH51,12.8,Low Fat,Dairy,89.5856,OUT019,1985,Tier 1,Grocery Store,-1.247140313305642
FDV45,12.8,Low Fat,Snack Foods,187.4556,OUT027,1985,Tier 3,Supermarket Type3,3.508147115080454
NCL29,12.8,Low Fat,Health and Hygiene,156.9604,OUT027,1985,Tier 3,Supermarket Type3,-0.3337245363934252
FDU14,17.75,Low Fat,Dairy,249.575,OUT010,1998,Tier 3,Grocery Store,-1.0373482208768436
FDH17,16.2,Regular,Frozen Foods,97.4726,OUT035,2004,Tier 2,Supermarket Type1,-0.5996338551920668
FDQ15,20.35,Regular,Meat,79.2276,OUT035,2004,Tier 2,Supermarket Type1,-0.9397905811877316
FDZ44,8.185,Low Fat,Fruits and Vegetables,115.4808,OUT017,2007,Tier 2,Supermarket Type1,-0.829282812336348
FDM32,20.5,Low Fat,Fruits and Vegetables,88.183,OUT018,2009,Tier 3,Supermarket Type2,-0.8948968000918571
NCP29,8.42,Low Fat,Health and Hygiene,64.3168,OUT035,2004,Tier 2,Supermarket Type1,-0.905256903421674
FDG53,10.0,Low Fat,Frozen Foods,141.818,OUT017,2007,Tier 2,Supermarket Type1,-0.8171960251182281
FDT25,7.5,Low Fat,Canned,122.4072,OUT018,2009,Tier 3,Supermarket Type2,0.3068751861669383
FDM39,12.8,Low Fat,Dairy,177.6002,OUT027,1985,Tier 3,Supermarket Type3,4.096514650019656
FDW35,10.6,Low Fat,Breads,43.8454,OUT045,2002,Tier 2,Supermarket Type1,-0.9259771100813086
FDD10,20.6,Regular,Snack Foods,177.2344,OUT010,1998,Tier 3,Grocery Store,-0.7826623473521707
FDH08,12.8,Low Fat,Fruits and Vegetables,230.801,OUT027,1985,Tier 3,Supermarket Type3,2.064207713487181
DRG37,16.2,Low Fat,Soft Drinks,153.9972,OUT018,2009,Tier 3,Supermarket Type2,-0.5530133902078893
FDU01,20.25,Regular,Canned,183.5924,OUT017,2007,Tier 2,Supermarket Type1,0.1989574431480092
NCZ17,12.15,Low Fat,Health and Hygiene,36.6506,OUT018,2009,Tier 3,Supermarket Type2,-1.041233259625525
FDU34,12.8,Low Fat,Snack Foods,125.9046,OUT027,1985,Tier 3,Supermarket Type3,1.5449075340800944
FDB16,8.21,Low Fat,Dairy,88.5198,OUT035,2004,Tier 2,Supermarket Type1,-0.6259657844886853
FDG10,6.63,Regular,Snack Foods,57.7588,OUT010,1998,Tier 3,Grocery Store,-1.3239777463351194
FDH46,6.935,Regular,Snack Foods,101.8332,OUT013,1987,Tier 3,Supermarket Type1,0.1013998034588972
FDC16,12.8,Regular,Dairy,88.254,OUT027,1985,Tier 3,Supermarket Type3,0.266298114791821
FDH50,15.0,Regular,Canned,185.8266,OUT035,2004,Tier 2,Supermarket Type1,-0.1653728572838956
NCZ18,7.825,Low Fat,Household,255.4698,OUT046,1997,Tier 1,Supermarket Type1,1.9282313572833305
FDJ32,10.695,Low Fat,Fruits and Vegetables,61.4536,OUT046,1997,Tier 1,Supermarket Type1,-1.0831053439168694
DRI23,18.85,Low Fat,Hard Drinks,162.0578,OUT035,2004,Tier 2,Supermarket Type1,0.7195526354713236
DRD01,12.1,Regular,Soft Drinks,53.2614,OUT049,1999,Tier 1,Supermarket Type1,-1.1103006151576398
FDY02,8.945,Regular,Dairy,261.091,OUT045,2002,Tier 2,Supermarket Type1,0.8555289916751744
FDG38,8.975,Regular,Canned,86.6224,OUT049,1999,Tier 1,Supermarket Type1,-0.2560237614197961
NCG30,20.2,Low Fat,Household,124.4046,OUT049,1999,Tier 1,Supermarket Type1,-0.6345992039301998
FDO31,6.76,Regular,Fruits and Vegetables,80.696,OUT018,2009,Tier 3,Supermarket Type2,-0.9984978333900292
